,author,published_at,updated_at,like_count,text
871,@yuanwang2433,2023-06-30T19:32:47Z,2023-06-30T19:32:47Z,5,"Chinese novel, but not a single Chinese actor/actress"
872,@silveriver9,2023-06-30T18:37:51Z,2023-06-30T18:37:51Z,5,"Love Liu Cixin's books! So hyped for this series, looks amazing!"
873,@ViolaMerda1,2023-06-30T17:54:29Z,2023-06-30T17:54:29Z,1,"""From the directors who destroyed the greatest TV series of all time"""
874,@user-ft1op4up8s,2023-06-30T16:20:25Z,2023-06-30T16:20:25Z,0,弱小和无知并不是生存的障碍 傲慢才是
875,@afrisava2386,2023-06-30T16:01:04Z,2023-06-30T16:01:04Z,0,"If you have read the book, how successful have they been in losing you despite your unresolved will to read on?!"
876,@joelmulder,2023-06-30T15:02:08Z,2023-06-30T15:02:08Z,75,"What a fantastic time for science fiction.<br>More and more amazing books are getting film or series adaptations, and I hope this trend will continue.<br>Very much looking forward to this!"
877,@JoTheVeteran,2023-06-30T14:48:38Z,2023-06-30T14:48:38Z,2,"please don't fck it up, please don't fck it up, please don't fck it up, please don't fck it up, please don't fck it up, please don't fck it up, please don't fck it up, please don't fck it up, please don't fck it up, please don't fck it up, please don't fck it up, please don't fck it up, please don't fck it up, please don't fck it up, please don't fck it up, please don't fck it up..."
878,@ananonano5629,2023-06-30T14:03:53Z,2023-06-30T14:03:53Z,0,That CGI though...I'd be keeping expectations real low
879,@David-pi8sc,2023-06-30T13:46:02Z,2023-06-30T13:46:02Z,0,Hope those two idiots don’t screw up this one! 😂
880,@israfaeldari5532,2023-06-30T11:13:44Z,2023-06-30T11:13:44Z,1,The girl with the sword is definitely sophon from the third book!
881,@jordannedkov,2023-06-30T09:37:16Z,2023-06-30T09:37:16Z,0,I was hype until I saw who the creators are 🤢
882,@Makoto0208,2023-06-30T05:11:09Z,2023-06-30T05:11:09Z,1,the north remembers
883,@cinnamonsnowball7017,2023-06-30T04:11:10Z,2023-06-30T04:11:10Z,0,Let's see which will be better Netflix one or the already Successful Dramas version 👽✊
884,@sandhu6211,2023-06-30T02:43:45Z,2023-06-30T02:43:45Z,0,Es ki maa ka white walkers Maro
885,@riotbreaker3506,2023-06-30T00:17:29Z,2023-06-30T00:17:29Z,3,"""You are bugs!""<br><br>""Look at them, the bugs. Humans have used everything in their power to extinguish them: every kind of poison, aerial sprays, introducing and cultivating their natural predators, searching for and destroying their eggs, using genetic modification to sterilize them, burning with fire, drowning with water. Look at them. They are still here."""
886,@HyperLuminal,2023-06-30T00:15:10Z,2023-06-30T00:15:10Z,5,"All I know is, I can’t wait to see the Human Formation Computer crunching numbers in live action. 🧮 🏴🏳️"
887,@sonicflash5090,2023-06-29T23:32:55Z,2023-06-29T23:32:55Z,2,Samwell tarly?
888,@Boadicea6,2023-06-29T20:54:45Z,2023-06-29T20:54:45Z,1,"This is one if these series that are either gonna be a great spectacle and true to the original story, or it's gonna be a bust!! I don't know the book myself, but know enough to know this is not gonna be an easy adaptation, it has a massive fanbase, so anything other than a true, spectacular sifi extravaganza won't do this writer justice. We'll see😉😘"
889,@tonyc.4392,2023-06-29T18:59:26Z,2023-06-29T18:59:26Z,2,"Will this be the entire series, then?  That had to have been Sophon, so I hope they TAKE THEIR TIME in telling this gorgeous story."
890,@adamkalimi3542,2023-06-29T17:36:42Z,2023-06-29T17:36:42Z,4,"This looks great but here's a question - Why are we seeing Sophon already? Is this series meant to be just the first book or is it going to cover all of the books? If memory serves, she makes her first appearance in The Dark Forest, and is one of the bigger characters in Death's End."
891,@planetoftheatheists6858,2023-06-29T17:30:15Z,2023-06-29T17:30:15Z,2,The Tencent version of this was almost as boring and tedious as the books. Happy to see the story condensed into something palatable.
892,@DavidDatura,2023-06-29T16:47:10Z,2023-06-29T16:47:10Z,0,I’ve heard a lot of good things about the books this is based on. I hope Netflix don’t make a botch of it. Currently I think it could go either way.
893,@aredbard,2023-06-29T16:07:08Z,2023-06-29T16:07:08Z,3,"Well, I was excited … until “from the creators of Game of Thrones” popped up. This first feeling of dismay was only intensified by the cast. For a book set in China with most characters being Chinese, most of these people aren’t? I’m aware some might be the scientists/philosophers within the game, but even so it seems they are already dissing source material - and I’m not saying there won’t be more in the actual series, but majority of the faces actually shown here definitely weren’t Chinese. It just looks like generic sci-fi, I saw no attempt to highlight the themes of the book at all beyond a quote that barely scratches the surface. I know it’s just a short trailer, but I’m getting a bad feeling ... and what’s with sword lady? I’ve got a couple of ideas who she could be and/or what she is representing, but none of that comes up until book 3 so I’m kinda scratching my head"
894,@UroshUchihaNovakovic,2023-06-29T15:58:22Z,2023-06-29T15:58:22Z,2,I watched the Chinese version of this (it's on YouTube) and I got bored after 3 episodes. Haven't tried the books yet but I heard they are great. Will give Netflix version a try and see if it works for me.
895,@aaroncee1454,2023-06-29T15:27:42Z,2023-06-29T15:27:42Z,0,"From the creators of Game of Thrones?  Oh. That's a shame, will NEVER watch this."
896,@binayakthakur5122,2023-06-29T14:25:07Z,2023-06-29T14:25:07Z,3,"Hell yeah , one of the best cosmic horrors"
897,@vanilakung7563,2023-06-29T14:06:55Z,2023-06-29T14:06:55Z,0,Someone who has watched the Chinese series i will tell you this will be bad
898,@petermurray7950,2023-06-29T13:59:46Z,2023-06-29T13:59:46Z,1,When I read this book I thought it’d be super hard to turn it into a show.. good luck to them.
899,@narayami2334,2023-06-29T13:55:56Z,2023-06-29T13:55:56Z,0,Not impressed.
900,@camillefababaer6030,2023-06-29T13:51:25Z,2023-06-29T13:51:25Z,2,woah the comments really made me want to read this book trilogy
901,@teen0rz,2023-06-29T13:18:01Z,2023-06-29T13:18:01Z,1,Yuck D&D
902,@dadballers,2023-06-29T11:59:10Z,2023-06-29T11:59:10Z,1,Was that the Apple Vision Pro?
903,@user-yo4yu5pc7c,2023-06-29T08:48:35Z,2023-06-29T08:48:35Z,0,If I see one white Person play a main character I be disappointed
904,@federico9320,2023-06-29T08:47:02Z,2023-06-29T08:47:02Z,0,"I don’t think Netflix can bring us a better version than the original Chinese series. Too many political correctness in the Netflix one which disappointed me the most. Luoji is not black and wangmiao is not a fat guy,etc. “There’re over thousands of changes been made to  meet the American Values” according to the book author Liu Cixin. I think this version of three body is more like the Little Mermaid, which is quite disrespectful to the original work."
905,@lawclerksanbar3790,2023-06-29T07:32:55Z,2023-06-29T07:32:55Z,2,Can't wait to see how Netflix plans to bring the droplet attack to the screen. Psyched 🔥
906,@Yoctopory,2023-06-29T07:02:00Z,2023-06-29T07:02:00Z,1,"Nope, not touching anything that's ""from the creators of Game of Thrones""."
907,@Shivani-kw9kx,2023-06-29T06:44:43Z,2023-06-29T06:44:43Z,0,Science vs Spirit
908,@bandzcoup9330,2023-06-29T04:42:59Z,2023-06-29T04:42:59Z,0,"I saw the original Chinese version (three-body) with 30 episodes and it was 🔥 I don’t think Netflix will top it, but I’ll still watch"
909,@julesvillega,2023-06-29T02:44:25Z,2023-06-29T02:44:56Z,1,OH MY GOD OH MY GOD I hope they do the books justice
910,@kaylee6535,2023-06-29T02:31:03Z,2023-06-29T02:31:03Z,6,There is already a Chinese tv series called three body produced by Tencent and released earlier this year 2023. I highly recommend as it closely follows the book and is actually pretty good!!! Can’t wait to see this one though. Hope it’s a good adaptation.
911,@pilotdawn1661,2023-06-29T02:18:00Z,2023-06-29T02:22:58Z,2,Read the English translated version (which includes the tragically poetic and beautifully written redacted Cultural Revolution prologue). This looks really good. Visualization appears to have built on a very good story and possibly made it better. Looking forward to finding out.
912,@KrXYT,2023-06-29T02:14:03Z,2023-06-29T02:14:03Z,1,YOOOO!!!! This book was FIRE
913,@Syn-Tax,2023-06-29T00:55:09Z,2023-06-29T00:55:09Z,1,Bruh did they steal that image of the Satellite station STRAIGHT FROM MY BRAIN
914,@l0remipsum991,2023-06-28T22:15:56Z,2023-06-28T22:15:56Z,2,"""From the creators of Game of Thrones""<br><br><b>oh sht not good</b>"
915,@mathieufournier8729,2023-06-28T21:26:46Z,2023-06-28T21:26:46Z,2,"perfect timing, right as im reading the serie myself"
916,@b3rserk506,2023-06-28T21:25:41Z,2023-06-28T21:25:41Z,1,The creators of Game of Thrones mean we are in for a good ride but will eventually fall off the rails.
917,@nunbeam,2023-06-28T21:02:01Z,2023-06-28T21:02:28Z,1,"D & D do not deserve the opportunity here, bold of them to advertise they are behind this after what they did to GoT."
918,@ragnaroo,2023-06-28T20:44:35Z,2023-06-28T20:44:35Z,2,"Well, this at least looks better and more promising that the Chinese adaptation. That was unbearable to watch."
919,@Fl0yt,2023-06-28T20:19:02Z,2023-06-28T20:19:02Z,1,This looks like epic crap.
920,@groMMit1981,2023-06-28T20:18:20Z,2023-06-28T20:18:20Z,2,2024!!!!!! So long to wait
921,@jamesmaclean7346,2023-06-28T19:14:07Z,2023-06-28T19:14:07Z,2,Is that Sophon ? Makes me nervous to see her in the first trailer considering she didn’t appear until the 3rd book. Don’t make changes.
922,@mehukattti,2023-06-28T17:40:27Z,2023-06-28T17:40:27Z,2,"D&D might not have talent or vision for storytelling, but with their dads money they can put together a great team to do adaptations"
923,@livingliver4726,2023-06-28T17:35:48Z,2023-06-28T17:35:48Z,1,Looks cool. “Should philosophy guide experiments or should experiments guide philosophy”<br>best Diamond-Hard-Sci-Fi series ive read
924,@nagashaadella,2023-06-28T16:50:46Z,2023-06-28T16:50:46Z,2,So Netflix is saying I have to wait for more 6 months 😂😂😂
925,@ralphng1625,2023-06-28T16:38:55Z,2023-06-28T16:38:55Z,2,Let's gooooooooooooo
926,@ActivisionDevOfficial,2023-06-28T16:38:03Z,2023-06-28T16:38:03Z,0,Are the aliens humanoid?
927,@gmork13,2023-06-28T16:12:25Z,2023-06-28T16:12:25Z,0,I dont know but probably netflix is going to destriy it. Gender swapping and all.
928,@skytech2501,2023-06-28T15:43:17Z,2023-06-28T15:43:17Z,1,What worries me is it's from game of thrones creators 😂
929,@KenjiSummers,2023-06-28T14:57:22Z,2023-06-28T14:57:22Z,0,Thanks Joe. I Google’d the book and I found that Netflix has a trailer for the film. It was released 10 days ago. Have you checked it out?
930,@user-ds2ip6fp9h,2023-06-28T14:23:03Z,2023-06-28T14:23:03Z,0,At least they did not invite a black transgender lesbian to play yewenjie……typical western casting
931,@kevingan9926,2023-06-28T12:21:17Z,2023-06-28T12:21:17Z,2,the book is great but this looks like ass
932,@keeperofthelight9681,2023-06-28T12:01:17Z,2023-06-28T12:01:17Z,1,Guys please fund the makers of love death and robots more. Those guys were epic!!!
933,@milkcookies1989,2023-06-28T11:43:42Z,2023-06-28T11:43:42Z,1,You know it’s going to be banger when David Benioff & D.B. Weiss are directing!
934,@williewillie5622,2023-06-28T11:34:19Z,2023-06-28T15:09:07Z,1,"The aliens said ""aye cuz don't call this number ever again""<br><br>She called them again 🤣🤣🤣🤣"
935,@snehafrancis2331,2023-06-28T10:44:03Z,2023-06-28T10:44:03Z,1,I hope the show does the books justice
936,@eirianrobotto,2023-06-28T09:19:48Z,2023-06-28T09:19:48Z,1,This looks huge. Dope trauker
937,@guojinggeerpile,2023-06-28T09:06:51Z,2023-06-28T09:09:01Z,2,"Chinese people may not like this version very much because it is likely to become a plot where Chinese people create trouble and white people save the world. Most of the important characters in the original work are Chinese. In addition, the recent popularity of Political correctness may make Chinese people more bored."
938,@lechatpain2656,2023-06-28T07:58:47Z,2023-06-28T07:58:47Z,1,I can’t mf wait
939,@jopeteus,2023-06-28T07:49:47Z,2023-06-28T07:49:47Z,0,I hope they will make all books as tv series!!
940,@ricseeds4835,2023-06-28T07:06:07Z,2023-06-28T07:06:07Z,1,> From the creators of Game of Thrones<br><br>Pass! I just know they're going to mess everything this eventually. Not to mention Netflix always canceling shows. There's going to be so many disappointed fans
941,@HyperLuminal,2023-06-28T07:01:17Z,2023-06-28T07:04:01Z,28,"I really hope this is successful. I would love nothing more than for this to achieve enough momentum for the full trilogy to be adapted for the screen. Now, I’m a newer fan, having only discovered Liu’s body of work about a year ago but I was instantly captivated and dove in head first. It started with the first Wandering Earth movie which really piqued my interest, then I discovered much of his work including works of short fiction has been adapted in graphic novel format so I quickly consumed The Devourer, Butterfly, and Village Teacher. Finally I got into the novels, starting with the Remembrance(Three Body) trilogy. Needless to say, I’m very excited and hopeful that this is a quality adaptation.<br>Because I am truly exhausted from the volume of film adaptations of personally beloved IP’s resulting in lackluster disappointments that are promptly cancelled."
942,@jknomore,2023-06-28T06:08:29Z,2023-06-28T06:08:29Z,0,They already made a TV series in China though and it was amazing.
943,@cherby27,2023-06-28T05:36:28Z,2023-06-28T05:36:28Z,0,"Finally, a Netflix series the Chinese Communist Party can fully support."
944,@rpaalt,2023-06-28T05:35:21Z,2023-07-16T19:09:06Z,1,"Why is a pakistani playing the character of an Indian person....they are not the same, even if looks are similar 😠 why doesn't Hollywood and Netflix and Amazon prime create shows and movies which are inherently American characters but played by actors who are Russian or German or maybe any European...give that a try...that propaganda would look less biased"
945,@popejaimie,2023-06-28T05:19:22Z,2023-06-28T05:19:22Z,1,"I've been wanting to read this, now i don't have to!"
946,@joet7136,2023-06-28T04:58:22Z,2023-06-28T04:58:22Z,1,Can't bring myself to support these people for ruining GOT for their own selfish ends. I'd rather just read the books.
947,@Maddie126,2023-06-28T04:04:23Z,2023-06-28T04:04:23Z,1,Ooooh just when I thought there’s nothing good coming out!
948,@Mar-kc6cv,2023-06-28T03:36:51Z,2023-06-28T03:36:51Z,2,omg
949,@RionLyle,2023-06-28T03:19:01Z,2023-06-28T03:19:01Z,1,Ohhhhhhh HELL Yeah!
950,@deathbypigx3h,2023-06-28T03:12:01Z,2023-06-28T03:12:01Z,0,I only found out about the book series a couple of weeks ago. Sounded like a cool set of books to adapt
951,@carlosalbertolopezsanchez8496,2023-06-28T02:55:26Z,2023-06-28T02:55:26Z,0,"Avisen prros, como que hace 10 días apenas me aparece en recomendaciones 😔🤣🤣"
952,@ultravioletgaia,2023-06-28T02:41:22Z,2023-06-28T02:41:22Z,1,"So this is made by David and Dan? Damn DnD, this'll be interesting."
953,@junli6065,2023-06-28T02:26:48Z,2023-06-28T02:26:48Z,0,Here’s to hoping that the creators of GOT are more adherent to this novel than they were to GRRM’s ice and fire. Although that berserker chick with the samurai sword doesn’t give me much confidence.😂😂😂wtf is she?
954,@nictimus24,2023-06-28T02:24:09Z,2023-06-28T02:24:09Z,1,"They are going to butcher it, mark my words"
955,@ambersandboyland6240,2023-06-28T01:39:14Z,2023-06-28T01:39:14Z,1,"Okay, now I actually need to read the book before this comes out."
956,@chrischill931,2023-06-28T01:37:17Z,2023-06-28T01:37:17Z,1,The true successor to Arthur C Clarke has arrived
